Index,CO,NO2,O3,SO2,PM2.5
3078,0.3,2.0,49.0,2.0,5.0
3079,0.4,3.0,42.0,2.0,12.0
3080,0.4,7.0,28.0,2.0,13.0
3081,0.4,8.0,31.0,2.0,16.0
3082,0.4,7.0,36.0,2.0,14.0
3083,0.4,7.0,34.0,2.0,16.0
3084,0.4,7.0,31.0,2.0,14.0
3085,0.6,17.0,24.0,2.0,22.0
3086,0.6,15.0,17.0,2.0,23.0
3087,0.6,7.0,26.0,2.0,22.0
3088,0.5,4.0,31.0,2.0,17.0
3089,0.6,3.0,35.0,4.0,21.0
3090,0.6,2.0,49.0,5.0,23.0
3091,0.6,2.0,74.0,7.0,26.0
3092,0.7,2.0,96.0,6.0,28.0
3093,1.2,6.0,121.0,10.0,34.0
3094,1.7,13.0,140.0,11.0,60.0
3095,1.2,10.0,136.0,2.0,66.0
3096,1.2,14.0,136.0,2.0,62.0
3097,1.0,11.0,138.0,2.0,53.0
3098,1.0,12.0,143.0,2.0,56.0
3099,1.1,10.0,142.0,2.0,63.0
3100,1.1,12.0,133.0,2.0,71.0
3101,1.1,18.0,121.0,2.0,70.0
3102,1.0,12.0,140.0,2.0,62.0
3103,0.9,11.0,143.0,2.0,68.0
3104,0.9,12.0,142.0,2.0,74.0
3105,1.0,13.0,130.0,2.0,82.0
3106,1.0,14.0,99.0,2.0,81.0
3107,0.9,11.0,98.0,2.0,77.0
3108,0.9,10.0,103.0,2.0,75.0
3109,0.9,15.0,77.0,2.0,73.0
3110,0.5,4.0,88.0,2.0,24.0
3111,0.5,2.0,86.0,2.0,16.0
3112,0.5,3.0,79.0,2.0,17.0
3113,0.5,4.0,61.0,2.0,22.0
3114,0.5,2.0,58.0,2.0,18.0
3115,0.5,2.0,62.0,2.0,15.0
3116,0.4,2.0,78.0,2.0,13.0
3117,0.4,2.0,94.0,2.0,7.0
3118,0.4,2.0,102.0,2.0,12.0
3119,0.4,2.0,105.0,2.0,11.0
3120,0.4,2.0,106.0,2.0,11.0
3121,0.4,2.0,106.0,2.0,13.0
3122,0.4,2.0,114.0,2.0,9.0
3123,0.4,2.0,103.0,2.0,10.0
3124,0.4,2.0,109.0,2.0,14.0
3125,0.4,2.0,70.0,2.0,16.0
3126,0.5,2.0,58.0,2.0,15.0
3127,0.5,2.0,60.0,2.0,15.0
3128,0.5,15.0,32.0,2.0,16.0
3129,0.6,22.0,31.0,2.0,17.0
3130,0.8,14.0,26.0,4.0,24.0
3131,0.9,14.0,17.0,3.0,26.0
3132,0.8,3.0,45.0,4.0,20.0
3133,0.8,11.0,37.0,3.0,21.0
3134,0.9,19.0,22.0,5.0,27.0
3135,1.0,14.0,29.0,5.0,35.0
3136,1.0,10.0,40.0,6.0,27.0
3137,1.0,8.0,49.0,6.0,26.0
3138,1.0,8.0,59.0,6.0,28.0
3139,0.9,5.0,75.0,6.0,25.0
3140,0.8,3.0,86.0,5.0,22.0
3141,0.7,2.0,92.0,4.0,17.0
3142,0.7,2.0,95.0,4.0,20.0
3143,0.7,5.0,132.0,4.0,23.0
3144,0.8,7.0,132.0,4.0,32.0
3145,0.8,11.0,126.0,4.0,33.0
3146,0.8,14.0,127.0,4.0,40.0
3147,0.8,11.0,107.0,3.0,34.0
3148,0.8,9.0,96.0,3.0,31.0
3149,0.8,7.0,76.0,4.0,28.0
3150,0.7,6.0,72.0,4.0,31.0
3151,0.6,3.0,44.0,3.0,18.0
3152,0.6,2.0,44.0,3.0,16.0
3153,0.6,2.0,53.0,3.0,16.0
3154,0.6,2.0,58.0,4.0,21.0
3155,0.6,4.0,43.0,5.0,18.0
3156,0.6,10.0,30.0,5.0,24.0
3157,0.5,7.0,39.0,7.0,17.0
3158,0.6,5.0,44.0,8.0,17.0
3159,0.6,5.0,48.0,9.0,21.0
3160,0.6,2.0,64.0,11.0,16.0
3161,0.6,2.0,91.0,9.0,17.0
3162,0.6,2.0,102.0,9.0,22.0
3163,0.5,2.0,113.0,9.0,24.0
3164,0.5,2.0,122.0,7.0,14.0
3165,0.5,2.0,130.0,7.0,12.0
3166,0.4,2.0,128.0,6.0,15.0
3167,0.4,2.0,134.0,5.0,12.0
3168,0.4,3.0,143.0,5.0,12.0
3169,0.4,6.0,129.0,4.0,13.0
3170,0.5,10.0,103.0,4.0,21.0
3171,0.4,14.0,86.0,4.0,20.0
3172,0.5,11.0,98.0,4.0,19.0
3173,0.5,11.0,85.0,4.0,23.0
3174,0.5,10.0,67.0,4.0,18.0
3175,0.5,9.0,72.0,4.0,19.0
3176,0.5,10.0,68.0,2.0,18.0
3177,0.5,10.0,59.0,2.0,19.0
3178,0.5,11.0,57.0,2.0,24.0
3179,0.5,7.0,50.0,2.0,22.0
3180,0.5,6.0,46.0,2.0,26.0
3181,0.5,5.0,57.0,2.0,25.0
3182,0.5,4.0,71.0,2.0,23.0
3183,0.5,2.0,93.0,2.0,22.0
3184,0.5,2.0,116.0,2.0,26.0
3185,0.5,2.0,130.0,2.0,26.0
3186,0.6,3.0,145.0,2.0,26.0
3187,0.8,9.0,183.0,3.0,46.0
3188,0.8,15.0,207.0,2.0,68.0
3189,0.9,21.0,209.0,2.0,81.0
3190,0.8,16.0,222.0,2.0,84.0
3191,0.9,13.0,210.0,2.0,74.0
3192,0.7,8.0,177.0,2.0,43.0
3193,0.6,8.0,152.0,2.0,27.0
3194,0.6,9.0,127.0,2.0,29.0
3195,0.6,9.0,113.0,2.0,31.0
3196,0.6,10.0,98.0,2.0,34.0
3197,0.6,10.0,84.0,2.0,34.0
3198,0.6,6.0,53.0,2.0,40.0
3199,0.6,3.0,62.0,2.0,38.0
3200,0.6,2.0,64.0,2.0,40.0
3201,0.6,2.0,56.0,2.0,34.0
3202,0.6,4.0,51.0,2.0,37.0
3203,0.6,3.0,53.0,2.0,38.0
3204,0.6,2.0,72.0,2.0,44.0
3205,0.6,2.0,94.0,2.0,36.0
3206,0.6,2.0,118.0,2.0,39.0
3207,0.6,2.0,149.0,2.0,21.0
3208,0.6,2.0,169.0,2.0,25.0
3209,0.6,2.0,197.0,2.0,32.0
3210,0.7,6.0,261.0,3.0,44.0
3211,0.7,3.0,216.0,2.0,33.0
3212,0.6,4.0,176.0,2.0,31.0
3213,0.7,3.0,151.0,2.0,35.0
3214,0.8,5.0,146.0,2.0,42.0
3215,0.9,6.0,147.0,2.0,59.0
3216,1.0,4.0,162.0,4.0,71.0
3217,0.9,4.0,148.0,2.0,75.0
3218,0.7,2.0,105.0,2.0,49.0
3219,0.7,16.0,96.0,2.0,54.0
3220,0.8,14.0,97.0,3.0,58.0
3221,0.8,13.0,116.0,3.0,51.0
3222,0.9,10.0,160.0,5.0,62.0
3223,0.9,10.0,171.0,4.0,73.0
3224,0.9,10.0,172.0,4.0,66.0
3225,0.8,9.0,186.0,4.0,53.0
3226,0.8,10.0,215.0,4.0,49.0
3227,0.8,11.0,220.0,3.0,50.0
3228,0.8,12.0,233.0,3.0,54.0
3229,0.9,13.0,236.0,3.0,57.0
3230,0.9,12.0,225.0,2.0,61.0
3231,0.9,15.0,228.0,2.0,67.0
3232,0.9,16.0,195.0,2.0,68.0
3233,0.9,14.0,197.0,2.0,64.0
3234,0.9,16.0,186.0,2.0,73.0
3235,1.0,14.0,168.0,2.0,68.0
3236,0.9,12.0,121.0,2.0,69.0
3237,1.0,11.0,100.0,2.0,63.0
3238,0.9,11.0,94.0,2.0,70.0
3239,1.0,9.0,108.0,2.0,68.0
3240,1.1,13.0,127.0,3.0,82.0
3241,1.1,11.0,96.0,2.0,83.0
3242,1.1,12.0,88.0,2.0,86.0
3243,1.1,11.0,96.0,2.0,88.0
3244,1.1,13.0,95.0,3.0,89.0
3245,1.1,10.0,109.0,3.0,81.0
3246,1.0,7.0,132.0,3.0,74.0
3247,1.0,5.0,137.0,4.0,64.0
3248,0.9,4.0,131.0,3.0,55.0
3249,0.9,5.0,134.0,2.0,52.0
3250,0.8,6.0,141.0,3.0,51.0
3251,0.8,6.0,138.0,2.0,48.0
3252,0.9,5.0,141.0,3.0,38.0
3253,1.4,7.0,166.0,4.0,57.0
3254,1.5,8.0,166.0,3.0,59.0
3255,1.5,9.0,154.0,3.0,64.0
3256,1.4,10.0,138.0,2.0,66.0
3257,1.4,10.0,105.0,2.0,69.0
3258,1.2,15.0,96.0,3.0,68.0
3259,0.6,10.0,53.0,2.0,50.0
3260,0.8,16.0,31.0,2.0,50.0
3261,1.0,15.0,22.0,3.0,50.0
3262,1.2,12.0,30.0,4.0,47.0
3263,1.2,10.0,40.0,5.0,47.0
3264,1.2,7.0,59.0,5.0,53.0
3265,1.0,4.0,79.0,4.0,54.0
3266,1.0,11.0,59.0,3.0,48.0
3267,0.7,2.0,94.0,2.0,26.0
3268,0.6,2.0,95.0,2.0,18.0
3269,0.7,2.0,89.0,2.0,17.0
3270,0.7,2.0,91.0,2.0,19.0
3271,0.5,2.0,75.0,2.0,15.0
3272,0.5,2.0,66.0,2.0,9.0
3273,0.5,2.0,56.0,2.0,9.0
3274,0.5,2.0,45.0,2.0,6.0
3275,0.4,2.0,45.0,2.0,7.0
3276,0.4,2.0,58.0,2.0,8.0
3277,0.4,2.0,61.0,2.0,8.0
3278,0.4,2.0,74.0,2.0,12.0
3279,0.5,2.0,85.0,2.0,16.0
3280,0.5,2.0,96.0,2.0,13.0
3281,0.6,2.0,105.0,2.0,15.0
3282,0.6,2.0,123.0,2.0,17.0
3283,0.7,2.0,158.0,2.0,24.0
3284,0.7,9.0,171.0,5.0,25.0
3285,0.7,12.0,176.0,5.0,27.0
3286,0.6,11.0,174.0,5.0,27.0
3287,0.6,13.0,141.0,5.0,34.0
3288,0.6,12.0,80.0,4.0,26.0
3289,0.6,9.0,79.0,5.0,24.0
3290,0.6,7.0,73.0,5.0,23.0
3291,0.5,7.0,71.0,2.0,24.0
3292,0.5,5.0,69.0,2.0,21.0
3293,0.5,3.0,70.0,2.0,14.0
3294,0.5,6.0,62.0,2.0,15.0
3295,0.4,6.0,64.0,2.0,14.0
3296,0.5,6.0,67.0,2.0,17.0
3297,0.5,5.0,76.0,2.0,13.0
3298,0.7,8.0,77.0,2.0,35.0
3299,0.7,8.0,116.0,2.0,39.0
3300,0.6,6.0,133.0,2.0,32.0
3301,0.6,4.0,137.0,2.0,32.0
3302,0.6,4.0,136.0,2.0,31.0
3303,0.5,2.0,133.0,2.0,22.0
3304,0.5,2.0,132.0,2.0,9.0
3305,0.5,4.0,132.0,2.0,11.0
3306,0.5,6.0,138.0,2.0,9.0
3307,0.5,6.0,123.0,2.0,10.0
3308,0.4,6.0,108.0,2.0,13.0
3309,0.4,6.0,105.0,2.0,18.0
3310,0.4,8.0,92.0,2.0,10.0
3311,0.4,9.0,85.0,2.0,10.0
3312,0.4,8.0,90.0,2.0,14.0
3313,0.4,10.0,78.0,2.0,10.0
3314,0.5,12.0,73.0,2.0,8.0
3315,0.4,13.0,66.0,2.0,13.0
3316,0.4,9.0,71.0,2.0,10.0
3317,0.4,8.0,67.0,2.0,15.0
3318,0.4,11.0,55.0,2.0,12.0
3319,0.4,12.0,57.0,2.0,11.0
3320,0.4,9.0,54.0,2.0,10.0
3321,0.4,9.0,69.0,2.0,14.0
3322,0.4,5.0,109.0,2.0,11.0
3323,0.4,5.0,100.0,2.0,12.0
3324,0.4,5.0,122.0,2.0,9.0
3325,0.4,6.0,134.0,2.0,12.0
3326,0.5,8.0,157.0,2.0,22.0
3327,0.6,10.0,186.0,2.0,16.0
3328,0.7,11.0,198.0,2.0,25.0
3329,0.9,12.0,211.0,2.0,45.0
3330,0.9,12.0,178.0,2.0,51.0
3331,0.5,7.0,160.0,2.0,17.0
3332,0.5,7.0,156.0,2.0,21.0
3333,0.5,8.0,144.0,2.0,14.0
3334,0.5,8.0,134.0,2.0,19.0
3335,0.5,9.0,124.0,2.0,16.0
3336,0.5,8.0,115.0,2.0,15.0
3337,0.5,8.0,105.0,2.0,18.0
3338,0.4,8.0,94.0,2.0,15.0
3339,0.4,7.0,97.0,2.0,15.0
3340,0.4,6.0,87.0,2.0,14.0
3341,0.4,3.0,79.0,2.0,14.0
3342,0.4,4.0,82.0,2.0,23.0
3343,0.4,3.0,87.0,2.0,21.0
3344,0.4,2.0,102.0,2.0,18.0
3345,0.4,2.0,114.0,2.0,17.0
3346,0.4,2.0,130.0,2.0,17.0
3347,0.4,2.0,139.0,2.0,21.0
3348,0.4,2.0,146.0,2.0,18.0
3349,0.4,2.0,150.0,2.0,16.0
3350,0.4,2.0,152.0,2.0,9.0
3351,0.4,2.0,163.0,2.0,15.0
3352,0.4,2.0,157.0,2.0,12.0
3353,0.3,2.0,129.0,2.0,3.0
3354,0.3,2.0,121.0,2.0,6.0
3355,0.3,3.0,87.0,2.0,5.0
3356,0.3,3.0,81.0,2.0,7.0
3357,0.3,3.0,75.0,2.0,6.0
3358,0.3,7.0,71.0,2.0,6.0
3359,0.4,11.0,65.0,2.0,11.0
3360,0.3,3.0,69.0,2.0,7.0
3361,0.3,6.0,61.0,2.0,7.0
3362,0.3,3.0,64.0,2.0,7.0
3363,0.3,13.0,48.0,2.0,5.0
3364,0.3,15.0,49.0,2.0,6.0
3365,0.3,10.0,60.0,2.0,7.0
3366,0.3,4.0,77.0,2.0,4.0
3367,0.3,2.0,96.0,2.0,13.0
3368,0.3,2.0,115.0,2.0,8.0
3369,0.3,2.0,120.0,2.0,3.0
3370,0.3,2.0,118.0,2.0,10.0
3371,0.3,2.0,113.0,2.0,9.0
3372,0.3,2.0,115.0,2.0,9.0
3373,0.3,3.0,116.0,2.0,3.0
3374,0.3,4.0,116.0,2.0,6.0
3375,0.4,6.0,142.0,2.0,7.0
3376,0.4,6.0,148.0,2.0,4.0
3377,0.4,8.0,140.0,2.0,7.0
3378,0.4,9.0,125.0,2.0,8.0
3379,0.4,10.0,119.0,2.0,11.0
3380,0.4,14.0,119.0,2.0,14.0
3381,0.4,17.0,114.0,2.0,15.0
3382,0.4,12.0,115.0,2.0,17.0
3383,0.5,9.0,80.0,2.0,18.0
3384,0.4,9.0,68.0,2.0,15.0
3385,0.4,6.0,72.0,2.0,15.0
3386,0.4,4.0,84.0,2.0,19.0
3387,0.4,13.0,79.0,2.0,14.0
3388,0.4,16.0,72.0,2.0,17.0
3389,0.4,18.0,70.0,2.0,15.0
3390,0.5,19.0,78.0,2.0,15.0
3391,0.5,20.0,91.0,2.0,20.0
3392,0.5,15.0,132.0,2.0,20.0
3393,0.5,13.0,177.0,2.0,27.0
3394,0.6,12.0,180.0,2.0,25.0
3395,0.5,11.0,170.0,2.0,18.0
3396,0.6,15.0,217.0,2.0,29.0
3397,0.7,13.0,204.0,2.0,29.0
3398,0.6,13.0,218.0,2.0,25.0
3399,0.5,10.0,167.0,2.0,20.0
3400,0.4,10.0,127.0,2.0,5.0
3401,0.3,9.0,124.0,2.0,9.0
3402,0.4,10.0,95.0,2.0,13.0
3403,0.4,10.0,84.0,2.0,9.0
3404,0.5,9.0,106.0,2.0,10.0
3405,0.4,8.0,138.0,2.0,10.0
3406,0.4,8.0,133.0,2.0,7.0
3407,0.5,7.0,143.0,2.0,7.0
3408,0.4,6.0,136.0,2.0,11.0
3409,0.4,6.0,111.0,2.0,7.0
3410,0.4,7.0,95.0,2.0,4.0
3411,0.4,8.0,106.0,2.0,7.0
3412,0.4,8.0,101.0,2.0,13.0
3413,0.4,7.0,93.0,2.0,10.0
3414,0.4,8.0,95.0,2.0,12.0
3415,0.4,8.0,93.0,2.0,13.0
3416,0.4,7.0,95.0,2.0,7.0
3417,0.4,6.0,106.0,2.0,7.0
3418,0.4,6.0,116.0,2.0,10.0
3419,0.4,6.0,133.0,2.0,8.0
3420,0.4,6.0,137.0,2.0,8.0
3421,0.4,8.0,142.0,2.0,7.0
3422,0.4,9.0,128.0,2.0,15.0
3423,0.5,10.0,125.0,2.0,15.0
3424,0.5,10.0,142.0,2.0,20.0
3425,0.5,11.0,120.0,2.0,20.0
3426,0.5,12.0,115.0,2.0,26.0
3427,0.5,12.0,106.0,2.0,25.0
3428,0.5,11.0,112.0,2.0,33.0
3429,0.5,12.0,98.0,2.0,28.0
3430,0.6,11.0,94.0,2.0,34.0
3431,0.6,10.0,64.0,2.0,27.0
3432,0.5,13.0,63.0,2.0,29.0
3433,0.5,15.0,56.0,2.0,22.0
3434,0.5,10.0,65.0,2.0,23.0
3435,0.5,9.0,62.0,2.0,28.0
3436,0.5,10.0,61.0,2.0,26.0
3437,0.5,12.0,56.0,2.0,22.0
3438,0.5,9.0,74.0,2.0,27.0
3439,0.5,9.0,83.0,2.0,24.0
3440,0.5,7.0,115.0,2.0,30.0
3441,0.6,7.0,149.0,2.0,35.0
3442,0.8,13.0,190.0,2.0,52.0
3443,0.8,14.0,181.0,3.0,67.0
3444,0.8,14.0,176.0,3.0,67.0
3445,1.0,13.0,174.0,3.0,74.0
3446,1.1,13.0,207.0,3.0,79.0
3447,1.2,13.0,223.0,3.0,79.0
3448,1.2,12.0,230.0,4.0,82.0
3449,1.2,11.0,208.0,4.0,84.0
3450,1.3,11.0,181.0,4.0,89.0
3451,1.3,11.0,157.0,4.0,98.0
3452,1.4,11.0,143.0,3.0,115.0
3453,1.5,11.0,132.0,4.0,113.0
3454,1.5,10.0,113.0,4.0,115.0
3455,1.4,10.0,101.0,4.0,109.0
3456,1.3,10.0,109.0,4.0,99.0
3457,1.2,10.0,105.0,4.0,95.0
3458,1.3,9.0,98.0,4.0,96.0
3459,1.3,11.0,85.0,4.0,100.0
3460,1.4,14.0,83.0,4.0,110.0
3461,1.4,19.0,78.0,3.0,117.0
3462,1.4,20.0,106.0,4.0,132.0
3463,1.2,15.0,162.0,4.0,113.0
3464,1.0,12.0,176.0,5.0,75.0
3465,0.9,12.0,192.0,4.0,74.0
3466,0.9,15.0,174.0,3.0,76.0
3467,0.8,15.0,165.0,3.0,61.0
3468,0.8,11.0,160.0,2.0,58.0
3469,0.8,8.0,163.0,2.0,43.0
3470,0.7,8.0,145.0,2.0,29.0
3471,0.6,7.0,134.0,2.0,33.0
3472,0.6,8.0,109.0,2.0,26.0
3473,0.6,7.0,120.0,2.0,32.0
3474,0.5,7.0,91.0,2.0,25.0
3475,0.5,7.0,101.0,2.0,20.0
3476,0.5,9.0,84.0,2.0,18.0
3477,0.5,10.0,83.0,2.0,29.0
3478,0.4,12.0,85.0,2.0,18.0
3479,0.5,7.0,121.0,2.0,36.0
3480,0.4,4.0,144.0,2.0,18.0
3481,0.4,4.0,138.0,2.0,25.0
3482,0.4,4.0,137.0,2.0,3.0
3483,0.4,6.0,119.0,2.0,10.0
3484,0.4,5.0,104.0,2.0,13.0
3485,0.4,4.0,91.0,2.0,11.0
3486,0.4,4.0,114.0,2.0,19.0
3487,0.4,4.0,103.0,2.0,18.0
3488,0.4,4.0,96.0,2.0,15.0
3489,0.4,4.0,80.0,2.0,17.0
3490,0.5,9.0,91.0,2.0,22.0
3491,0.5,15.0,94.0,2.0,24.0
3492,0.5,12.0,87.0,2.0,23.0
3493,0.5,8.0,84.0,2.0,25.0
3494,0.5,7.0,92.0,2.0,24.0
3495,0.5,7.0,87.0,2.0,26.0
3496,0.5,11.0,75.0,2.0,26.0
3497,0.5,8.0,67.0,2.0,22.0
3498,0.5,7.0,72.0,2.0,25.0
3499,0.5,7.0,73.0,2.0,25.0
3500,0.5,7.0,59.0,2.0,28.0
3501,0.5,7.0,59.0,2.0,31.0
3502,0.6,7.0,55.0,2.0,31.0
3503,0.6,8.0,48.0,2.0,33.0
3504,0.6,7.0,54.0,2.0,36.0
3505,0.7,6.0,69.0,3.0,37.0
3506,0.8,6.0,77.0,3.0,42.0
3507,0.9,8.0,79.0,8.0,47.0
3508,0.9,5.0,89.0,5.0,39.0
3509,0.8,4.0,94.0,3.0,38.0
3510,0.8,3.0,108.0,3.0,43.0
3511,0.8,3.0,109.0,2.0,47.0
3512,0.7,4.0,114.0,2.0,48.0
3513,0.5,5.0,114.0,2.0,16.0
3514,0.5,5.0,113.0,2.0,17.0
3515,0.5,4.0,102.0,2.0,22.0
3516,0.5,5.0,98.0,2.0,13.0
3517,0.5,6.0,94.0,2.0,19.0
3518,0.5,5.0,86.0,2.0,19.0
3519,0.5,6.0,85.0,2.0,17.0
3520,0.5,6.0,69.0,2.0,18.0
3521,0.4,6.0,68.0,2.0,17.0
3522,0.5,6.0,60.0,2.0,12.0
3523,0.5,6.0,53.0,2.0,14.0
3524,0.5,7.0,51.0,2.0,15.0
3525,0.5,6.0,52.0,2.0,18.0
3526,0.5,5.0,51.0,2.0,15.0
3527,0.5,5.0,52.0,2.0,13.0
3528,0.5,4.0,64.0,2.0,15.0
3529,0.6,3.0,78.0,2.0,16.0
3530,0.5,3.0,98.0,2.0,20.0
3531,0.6,3.0,110.0,2.0,18.0
3532,0.7,3.0,106.0,3.0,24.0
3533,0.7,3.0,112.0,2.0,23.0
3534,0.7,5.0,138.0,2.0,23.0
3535,0.7,5.0,143.0,2.0,24.0
3536,0.6,5.0,136.0,2.0,20.0
3537,0.8,8.0,146.0,3.0,25.0
3538,0.7,8.0,130.0,3.0,23.0
3539,0.7,7.0,119.0,2.0,26.0
3540,0.8,8.0,112.0,2.0,26.0
3541,0.9,8.0,98.0,2.0,26.0
3542,1.0,11.0,84.0,3.0,30.0
3543,1.1,13.0,79.0,3.0,31.0
3544,1.2,12.0,76.0,4.0,32.0
3545,1.1,10.0,78.0,4.0,31.0
3546,1.1,13.0,60.0,3.0,36.0
3547,1.1,15.0,55.0,3.0,36.0
3548,0.9,12.0,44.0,3.0,31.0
3549,0.8,10.0,44.0,2.0,21.0
3550,0.9,8.0,52.0,2.0,23.0
3551,0.9,8.0,59.0,3.0,27.0
3552,0.9,7.0,86.0,6.0,23.0
3553,0.9,6.0,113.0,5.0,32.0
3554,0.9,5.0,124.0,4.0,34.0
3555,0.8,4.0,141.0,3.0,34.0
3556,0.9,7.0,155.0,2.0,35.0
3557,0.8,7.0,170.0,2.0,39.0
3558,0.8,8.0,180.0,2.0,38.0
3559,0.8,9.0,179.0,2.0,44.0
3560,0.8,9.0,164.0,2.0,44.0
3561,0.8,10.0,152.0,2.0,42.0
3562,0.8,13.0,156.0,2.0,48.0
3563,0.8,16.0,146.0,2.0,55.0
3564,0.8,12.0,154.0,2.0,51.0
3565,0.8,11.0,142.0,2.0,58.0
3566,0.8,11.0,121.0,2.0,57.0
3567,0.8,11.0,105.0,2.0,58.0
3568,0.8,12.0,94.0,2.0,62.0
3569,0.7,10.0,89.0,2.0,57.0
3570,0.7,9.0,67.0,2.0,49.0
3571,0.7,11.0,65.0,2.0,47.0
3572,0.7,12.0,54.0,2.0,46.0
3573,0.7,13.0,54.0,2.0,44.0
3574,0.8,13.0,67.0,2.0,47.0
3575,0.8,12.0,93.0,2.0,67.0
3576,0.8,13.0,119.0,2.0,74.0
3577,0.8,10.0,132.0,2.0,54.0
3578,0.5,5.0,108.0,2.0,9.0
3579,0.5,7.0,92.0,2.0,14.0
3580,0.5,7.0,87.0,2.0,10.0
3581,0.5,6.0,100.0,2.0,12.0
3582,0.6,8.0,91.0,2.0,10.0
3583,0.6,13.0,75.0,2.0,13.0
3584,0.6,13.0,64.0,2.0,14.0
3585,0.6,15.0,63.0,2.0,19.0
3586,0.6,16.0,68.0,2.0,19.0
3587,0.5,13.0,77.0,2.0,18.0
3588,0.6,18.0,62.0,2.0,21.0
3589,0.6,28.0,35.0,2.0,41.0
3590,0.6,26.0,26.0,2.0,37.0
3591,0.6,19.0,31.0,2.0,33.0
3592,0.6,13.0,53.0,2.0,32.0
3593,0.6,13.0,37.0,2.0,29.0
3594,0.5,14.0,35.0,2.0,21.0
3595,0.5,10.0,40.0,2.0,14.0
3596,0.5,13.0,33.0,2.0,13.0
3597,0.5,10.0,40.0,3.0,10.0
3598,0.4,9.0,53.0,4.0,9.0
3599,0.4,7.0,67.0,3.0,9.0
3600,0.4,6.0,83.0,2.0,11.0
3601,0.5,5.0,131.0,6.0,14.0
3602,0.5,2.0,140.0,6.0,13.0
3603,0.5,2.0,142.0,5.0,18.0
3604,0.5,2.0,128.0,5.0,17.0
3605,0.5,2.0,118.0,6.0,21.0
3606,0.5,2.0,94.0,5.0,22.0
3607,0.5,2.0,78.0,5.0,20.0
3608,0.5,2.0,81.0,5.0,22.0
3609,0.5,2.0,72.0,2.0,22.0
